show_id,type,title,title_Cleaned,director,director_Cleaned,cast,country,date_added,release_year,rating,duration,duration_minutes,duration_seasons,listed_in,description
s2428,Movie,SHOW 2428,Show 2428,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",South Korea,16-10-2018,2005,PG,100 min,100,,Horror,Sample description of the show
s2429,TV Show,Show 2429,Show 2429,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",Japan,14-04-2022,2023,G,154 min,154,,Horror,Sample description of the show
s2430,Movie,Show 2430,Show 2430,,,"Actor A, Actor B, Actor C",,21-01-2022,1980,G,124 min,124,,Drama,Sample description of the show
s2431,TV Show,Show 2431,Show 2431,,,,United Kingdom,02-05-2015,2011,PG-13,109 min,109,,Thriller,Sample description of the show
s2432,TV Show,Show 2432,Show 2432,John Smith,John Smith,,Japan,14-08-2016,1993,TV-14,151 min,151,,Thriller,Sample description of the show
s2433,TV Show,Show 2433,Show 2433,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",Canada,12-10-2022,2003,G,132 min,132,,Thriller,Sample description of the show
s2434,Movie,Show 2434,Show 2434,John Smith,John Smith,"Actor A, Actor B, Actor C",United Kingdom,15-05-2019,2002,TV-PG,92 min,92,,Drama,Sample description of the show
s2435,Movie,Show 2435,Show 2435,Chris Nolan,Chris Nolan,,Japan,25-07-2019,1998,G,110 min,110,,Romance,Sample description of the show
s2436,Movie,Show 2436,Show 2436,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Canada,18-12-2020,2019,,116 min,116,,Documentary,Sample description of the show
s2437,TV Show,Show 2437,Show 2437,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",Japan,24-11-2017,2023,PG,139 min,139,,Romance,Sample description of the show
s2438,Movie,Show 2438,Show 2438,,,"Actor A, Actor B, Actor C",South Korea,,2006,G,176 min,176,,Documentary,Sample description of the show
s2439,Movie,Show 2439,Show 2439,John Smith,John Smith,"Actor A, Actor B, Actor C",Canada,07-10-2017,2019,R,131 min,131,,Horror,Sample description of the show
s2440,TV Show,Show 2440,Show 2440,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",South Korea,06-12-2016,2023,TV-14,1 Seasons,,1,Comedy,Sample description of the show
s2441,TV Show,Show 2441,Show 2441,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",South Korea,,2014,G,122 min,122,,Drama,Sample description of the show
s2442,TV Show,Show 2442,Show 2442,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",South Korea,24-12-2018,2018,G,7 Seasons,,7,Action,Sample description of the show
s2443,TV Show,Show 2443,Show 2443,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",South Korea,13-12-2021,2019,G,145 min,145,,Horror,Sample description of the show
s2444,Movie,Show 2444,Show 2444,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",India,05-03-2016,2006,R,4 Seasons,,4,Action,Sample description of the show
s2445,TV Show,Show 2445,Show 2445,,,"Actor A, Actor B, Actor C",Japan,05-12-2017,2008,PG,115 min,115,,Drama,Sample description of the show
s2446,Movie,Show 2446,Show 2446,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",United Kingdom,01-08-2021,2017,R,128 min,128,,Romance,Sample description of the show
s2447,TV Show,Show 2447,Show 2447,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",South Korea,23-11-2021,2021,G,3 Seasons,,3,Documentary,Sample description of the show
s2448,Movie,Show 2448,Show 2448,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",United States,15-08-2020,1999,PG,87 min,87,,Documentary,Sample description of the show
s2449,TV Show,Show 2449,Show 2449,John Smith,John Smith,"Actor A, Actor B, Actor C",Canada,18-12-2022,1992,,8 Seasons,,8,Action,Sample description of the show
s2450,Movie,Show 2450,Show 2450,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",South Korea,07-02-2023,1989,G,92 min,92,,Comedy,Sample description of the show
s2451,TV Show,Show 2451,Show 2451,John Smith,John Smith,"Actor A, Actor B, Actor C",United Kingdom,08-07-2016,2003,R,129 min,129,,Drama,Sample description of the show
s2452,Movie,Show 2452,Show 2452,,,"Actor A, Actor B, Actor C",South Korea,26-10-2017,1989,,103 min,103,,Documentary,Sample description of the show
s2453,TV Show,Show 2453,Show 2453,,,,India,11-05-2019,2022,PG-13,5 Seasons,,5,Drama,Sample description of the show
s2454,TV Show,Show 2454,Show 2454,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",,04-07-2020,1983,TV-14,156 min,156,,Drama,Sample description of the show
s2455,TV Show,Show 2455,Show 2455,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",United Kingdom,15-08-2021,1993,PG-13,89 min,89,,Comedy,Sample description of the show
s2456,TV Show,Show 2456,Show 2456,,,"Actor A, Actor B, Actor C",,22-03-2017,2022,TV-PG,95 min,95,,Romance,Sample description of the show
s2457,Movie,Show 2457,Show 2457,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",Japan,28-09-2019,2021,TV-PG,93 min,93,,Documentary,Sample description of the show
s2458,TV Show,Show 2458,Show 2458,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",,07-02-2016,2006,PG,132 min,132,,Thriller,Sample description of the show
s2459,Movie,Show 2459,Show 2459,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Canada,20-06-2015,1984,PG-13,155 min,155,,Documentary,Sample description of the show
s2460,TV Show,Show 2460,Show 2460,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United Kingdom,22-05-2016,2001,TV-MA,1 Seasons,,1,Drama,Sample description of the show
s2461,TV Show,SHOW 2461,Show 2461,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United Kingdom,03-10-2021,2011,PG-13,165 min,165,,Romance,Sample description of the show
s2462,TV Show,Show 2462,Show 2462,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Japan,07-08-2020,1991,PG-13,1 Seasons,,1,Thriller,Sample description of the show
s2463,TV Show,Show 2463,Show 2463,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",India,13-01-2018,1986,,97 min,97,,Drama,Sample description of the show
s2464,Movie,Show 2464,Show 2464,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Canada,17-05-2020,2008,TV-14,139 min,139,,Comedy,Sample description of the show
s2465,Movie,Show 2465,Show 2465,Raj Malhotra,Raj Malhotra,,South Korea,25-02-2021,2001,R,82 min,82,,Comedy,Sample description of the show
s2466,Movie,Show 2466,Show 2466,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",United Kingdom,08-07-2015,2002,R,90 min,90,,Horror,Sample description of the show
s2467,TV Show,Show 2467,Show 2467,  Steven   Spielberg  ,Steven Spielberg,,South Korea,13-04-2017,2009,PG,130 min,130,,Drama,Sample description of the show
s2468,TV Show,Show 2468,Show 2468,,,"Actor A, Actor B, Actor C",South Korea,14-04-2016,1980,TV-14,138 min,138,,Action,Sample description of the show
s2469,Movie,Show 2469,Show 2469,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",Japan,23-01-2021,2021,TV-MA,179 min,179,,Romance,Sample description of the show
s2470,TV Show,Show 2470,Show 2470,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",South Korea,23-03-2016,1986,PG-13,106 min,106,,Horror,Sample description of the show
s2471,Movie,Show 2471,Show 2471,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",Japan,12-11-2017,1995,G,162 min,162,,Comedy,Sample description of the show
s2472,Movie,Show 2472,Show 2472,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",South Korea,10-03-2021,1992,G,5 Seasons,,5,Documentary,Sample description of the show
s2473,Movie,Show 2473,Show 2473,John Smith,John Smith,"Actor A, Actor B, Actor C",Japan,16-07-2016,2000,R,3 Seasons,,3,Romance,Sample description of the show
s2474,Movie,Show 2474,Show 2474,,,"Actor A, Actor B, Actor C",United Kingdom,01-03-2021,2006,PG-13,93 min,93,,Comedy,Sample description of the show
s2475,Movie,Show 2475,Show 2475,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United Kingdom,21-10-2020,1981,,114 min,114,,Comedy,Sample description of the show
s2476,TV Show,Show 2476,Show 2476,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",United States,10-01-2016,1992,TV-MA,7 Seasons,,7,Romance,Sample description of the show
s2477,Movie,Show 2477,Show 2477,John Smith,John Smith,"Actor A, Actor B, Actor C",United Kingdom,18-11-2016,1988,R,4 Seasons,,4,Comedy,Sample description of the show
s2478,Movie,Show 2478,Show 2478,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",India,16-09-2018,2021,TV-PG,178 min,178,,Documentary,Sample description of the show
s2479,TV Show,Show 2479,Show 2479,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",Japan,20-08-2022,2010,G,122 min,122,,Action,Sample description of the show
s2480,TV Show,Show 2480,Show 2480,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",South Korea,01-02-2015,2015,,3 Seasons,,3,Drama,Sample description of the show
s2481,TV Show,Show 2481,Show 2481,,,"Actor A, Actor B, Actor C",Japan,20-02-2019,1980,PG-13,141 min,141,,Documentary,Sample description of the show
s2482,Movie,Show 2482,Show 2482,,,"Actor A, Actor B, Actor C",,26-02-2017,1982,PG,172 min,172,,Thriller,Sample description of the show
s2483,TV Show,Show 2483,Show 2483,John Smith,John Smith,,United States,13-09-2018,1987,PG,155 min,155,,Documentary,Sample description of the show
s2484,TV Show,Show 2484,Show 2484,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",United States,,1996,PG-13,151 min,151,,Action,Sample description of the show
s2485,Movie,Show 2485,Show 2485,John Smith,John Smith,"Actor A, Actor B, Actor C",United States,15-09-2019,2011,PG,107 min,107,,Documentary,Sample description of the show
s2486,TV Show,Show 2486,Show 2486,Anita Desai,Anita Desai,,United States,25-01-2020,1997,R,90 min,90,,Comedy,Sample description of the show
s2487,TV Show,Show 2487,Show 2487,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",India,14-08-2022,1985,TV-14,1 Seasons,,1,Thriller,Sample description of the show
s2488,Movie,Show 2488,Show 2488,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",India,24-05-2015,2021,G,7 Seasons,,7,Drama,Sample description of the show
s2489,TV Show,Show 2489,Show 2489,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",United States,26-12-2022,1986,G,7 Seasons,,7,Thriller,Sample description of the show
s2490,Movie,Show 2490,Show 2490,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United Kingdom,20-04-2021,1980,TV-14,6 Seasons,,6,Action,Sample description of the show
s2491,Movie,Show 2491,Show 2491,John Smith,John Smith,"Actor A, Actor B, Actor C",United Kingdom,29-10-2020,1997,PG,126 min,126,,Drama,Sample description of the show
s2492,TV Show,Show 2492,Show 2492,John Smith,John Smith,"Actor A, Actor B, Actor C",Canada,18-02-2019,2019,TV-14,130 min,130,,Documentary,Sample description of the show
s2493,Movie,Show 2493,Show 2493,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",,11-11-2021,1990,G,8 Seasons,,8,Drama,Sample description of the show
s2494,Movie,Show 2494,Show 2494,John Smith,John Smith,"Actor A, Actor B, Actor C",,06-04-2022,2017,PG,2 Seasons,,2,Horror,Sample description of the show
s2495,Movie,Show 2495,Show 2495,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",Canada,13-09-2015,1981,R,157 min,157,,Drama,Sample description of the show
s2496,Movie,Show 2496,Show 2496,,,"Actor A, Actor B, Actor C",United States,24-03-2018,2023,TV-14,6 Seasons,,6,Action,Sample description of the show
s2497,TV Show,Show 2497,Show 2497,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",Japan,11-10-2020,1998,R,168 min,168,,Thriller,Sample description of the show
s2498,TV Show,Show 2498,Show 2498,,,"Actor A, Actor B, Actor C",Japan,11-09-2020,1986,,86 min,86,,Drama,Sample description of the show
s2499,Movie,Show 2499,Show 2499,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Canada,25-11-2019,1983,TV-14,4 Seasons,,4,Horror,Sample description of the show
s2500,TV Show,Show 2500,Show 2500,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",Japan,29-09-2017,1980,TV-MA,8 Seasons,,8,Drama,Sample description of the show
s2501,Movie,Show 2501,Show 2501,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",South Korea,23-02-2023,1994,TV-PG,133 min,133,,Thriller,Sample description of the show
s2502,TV Show,Show 2502,Show 2502,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United States,20-02-2019,1995,TV-PG,169 min,169,,Documentary,Sample description of the show
s2503,Movie,Show 2503,Show 2503,,,"Actor A, Actor B, Actor C",India,,1995,TV-PG,8 Seasons,,8,Documentary,Sample description of the show
s2504,TV Show,Show 2504,Show 2504,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",Canada,01-06-2018,1995,TV-MA,4 Seasons,,4,Comedy,Sample description of the show
s2505,TV Show,Show 2505,Show 2505,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",South Korea,27-10-2017,2011,PG,87 min,87,,Comedy,Sample description of the show
s2506,TV Show,Show 2506,Show 2506,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",India,19-04-2021,1996,TV-14,180 min,180,,Documentary,Sample description of the show
s2507,TV Show,Show 2507,Show 2507,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",,26-12-2021,2012,TV-PG,154 min,154,,Comedy,Sample description of the show
s2508,Movie,Show 2508,Show 2508,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",South Korea,11-08-2018,1998,R,4 Seasons,,4,Comedy,Sample description of the show
s2509,Movie,Show 2509,Show 2509,John Smith,John Smith,"Actor A, Actor B, Actor C",,09-03-2020,2001,PG,171 min,171,,Horror,Sample description of the show
s2510,Movie,Show 2510,Show 2510,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",South Korea,03-08-2017,1999,TV-PG,107 min,107,,Drama,Sample description of the show
s2511,Movie,Show 2511,Show 2511,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",South Korea,23-09-2016,1983,PG-13,131 min,131,,Comedy,Sample description of the show
s2512,Movie,Show 2512,Show 2512,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Japan,07-05-2016,1983,,5 Seasons,,5,Comedy,Sample description of the show
s2513,Movie,Show 2513,Show 2513,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Canada,10-06-2017,2016,TV-MA,105 min,105,,Thriller,Sample description of the show
s2514,Movie,Show 2514,Show 2514,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United Kingdom,20-05-2020,1997,PG-13,80 min,80,,Romance,Sample description of the show
s2515,TV Show,Show 2515,Show 2515,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",United Kingdom,18-02-2016,2010,TV-14,152 min,152,,Action,Sample description of the show
s2516,TV Show,Show 2516,Show 2516,John Smith,John Smith,"Actor A, Actor B, Actor C",South Korea,11-07-2017,2013,G,163 min,163,,Documentary,Sample description of the show
s2517,TV Show,Show 2517,Show 2517,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",India,16-09-2022,2005,PG,3 Seasons,,3,Romance,Sample description of the show
s2518,Movie,Show 2518,Show 2518,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",United States,24-09-2018,1981,TV-14,4 Seasons,,4,Romance,Sample description of the show
s2519,Movie,Show 2519,Show 2519,,,"Actor A, Actor B, Actor C",United Kingdom,17-09-2021,1985,PG,95 min,95,,Drama,Sample description of the show
s2520,TV Show,Show 2520,Show 2520,,,"Actor A, Actor B, Actor C",South Korea,17-08-2016,2004,TV-PG,150 min,150,,Thriller,Sample description of the show
s2521,TV Show,Show 2521,Show 2521,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",United Kingdom,27-05-2019,1983,PG,136 min,136,,Romance,Sample description of the show
s2522,TV Show,Show 2522,Show 2522,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",India,14-05-2022,1982,TV-PG,8 Seasons,,8,Drama,Sample description of the show
s2523,TV Show,Show 2523,Show 2523,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Japan,01-09-2017,1987,PG-13,7 Seasons,,7,Action,Sample description of the show
s2524,TV Show,Show 2524,Show 2524,,,"Actor A, Actor B, Actor C",Japan,07-11-2017,2005,R,1 Seasons,,1,Horror,Sample description of the show
s2525,TV Show,Show 2525,Show 2525,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",United States,20-05-2018,1999,,161 min,161,,Comedy,Sample description of the show
s2526,TV Show,Show 2526,Show 2526,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",Japan,23-12-2017,1988,TV-14,8 Seasons,,8,Horror,Sample description of the show
s2527,Movie,Show 2527,Show 2527,,,"Actor A, Actor B, Actor C",United Kingdom,23-06-2022,1996,TV-14,103 min,103,,Romance,Sample description of the show
s2528,TV Show,Show 2528,Show 2528,,,"Actor A, Actor B, Actor C",South Korea,11-07-2015,1990,TV-14,159 min,159,,Horror,Sample description of the show
s2529,TV Show,Show 2529,Show 2529,John Smith,John Smith,"Actor A, Actor B, Actor C",,13-04-2021,1981,R,105 min,105,,Thriller,Sample description of the show
s2530,Movie,Show 2530,Show 2530,John Smith,John Smith,"Actor A, Actor B, Actor C",South Korea,07-07-2021,1988,R,109 min,109,,Thriller,Sample description of the show
s2531,Movie,Show 2531,Show 2531,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",United States,23-11-2018,2017,TV-MA,137 min,137,,Romance,Sample description of the show
s2532,Movie,Show 2532,Show 2532,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",United States,16-05-2017,2017,G,6 Seasons,,6,Comedy,Sample description of the show
s2533,TV Show,Show 2533,Show 2533,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Canada,31-10-2022,2023,G,160 min,160,,Drama,Sample description of the show
s2534,Movie,Show 2534,Show 2534,John Smith,John Smith,"Actor A, Actor B, Actor C",Japan,18-03-2022,1998,R,6 Seasons,,6,Thriller,Sample description of the show
s2535,Movie,Show 2535,Show 2535,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",United States,18-01-2020,2022,TV-PG,4 Seasons,,4,Thriller,Sample description of the show
s2536,Movie,Show 2536,Show 2536,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",United States,09-03-2016,2004,TV-PG,143 min,143,,Thriller,Sample description of the show
s2537,TV Show,Show 2537,Show 2537,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",South Korea,22-12-2021,1998,,146 min,146,,Romance,Sample description of the show
s2538,Movie,Show 2538,Show 2538,,,"Actor A, Actor B, Actor C",United Kingdom,13-12-2017,1995,R,149 min,149,,Romance,Sample description of the show
s2539,Movie,Show 2539,Show 2539,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Japan,05-11-2018,2020,,2 Seasons,,2,Comedy,Sample description of the show
s2540,Movie,Show 2540,Show 2540,,,"Actor A, Actor B, Actor C",United Kingdom,16-05-2021,1998,PG-13,117 min,117,,Drama,Sample description of the show
s2541,Movie,Show 2541,Show 2541,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",South Korea,,2013,PG-13,86 min,86,,Action,Sample description of the show
s2542,Movie,Show 2542,Show 2542,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",United States,13-10-2016,2011,,8 Seasons,,8,Action,Sample description of the show
s2543,TV Show,Show 2543,Show 2543,,,"Actor A, Actor B, Actor C",,30-03-2016,1993,TV-PG,7 Seasons,,7,Documentary,Sample description of the show
